,URL,Location,End Time,Lot No.,Description,Sku,Bullets,Current Bid
176,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=shwLTAMW9YmEbToQyr9smg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 30,Bright Starts Cradling Bouncer - Whimsical Wild,SKU# : 244963,MSRP: $39.95Rest like the king of the jungleSquirm-proof bouncer with non-slip feetIncludes 2 plush hanging toys & Taggies7 melodies with volume control and auto-shutoffThe removable headrest fits the... Read More,Current Bid : 9.00
177,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=1xFfvVUYxiKlnmrVhwv4ZQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 31,"Coleman Steel Creek Fast Pitch Dome Tent with Screen Room, 6-Person , White, 10' x 9'",SKU# : 568399,MSRP: $229.996-person dome tent features a separate screen room for insect-less lounging and extra sleeping spaceFast Pitch tent design sets up in about 7 minutesWeatherTec system and rainfly keep ten... Read More,Current Bid : 80.00
178,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=1Gi3gjcakBGYlWrKJQ1Ifg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 32,"Regalo 2-in-1 Extra Wide Stairway and Hallway Walk ThroughBaby Safety Gate, Hardware Mounting, White",SKU# : 568400,"MSRP: $36.99EXTRA WIDE: Expands to stairways and openings between 24-40.5 inches wide. Stands 28.75 inches tall2-IN-1: Perfect top or bottom of stair use, doorways and hallwaysADJUSTABLE: Gate can qui... Read More",Current Bid : 4.00
179,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=oWklTkO9BDezGAQvfKfmaQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 33,Fisher-Price Animal Wonders Jumperoo,SKU# : 400403,"MSRP: $109.99Freestanding infant jumper with a seat that spins for 360 degrees of play.Music, lights, and sounds reward and encourage your baby's every bounceEasily adjusts to 3 different heights as y... Read More",Current Bid : 44.00
180,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=CRtl3AQqojTaR2SACng5tQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 34,Honeywell Double Blade 16 Pedestal Fan with Remote Control,SKU# : 568401,MSRP: $79.00Powerful & quiet cooling: This fan features double blade configuration with 3 speed settings & oscillation for wide area cooling in medium to large rooms; it features easy to use electroni... Read More,Current Bid : 10.66
181,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=JbncoXz54km7iQXai4l5Sw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 35,"Cozy Moroccan Trellis Gray/Cream 3'3"" X 5' Indoor Shag Area Rug",SKU# : 568402,"MSRP: $79.97100% polypropylene machine made area rug with jute backing.Soft and plush to walk on, the high-quality polypropylene pile fiber adds durability and longevity to these rugs.Suits any room: ... Read More",Current Bid : 16.00
182,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=sEb1yENsf%2bKQ5XFtsYCpEg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 36,SHOWKOO Luggage Sets Expandable PC+ABS Durable Suitcase sets Double Wheels TSA Lock Purple 3pcs,SKU# : 568403,"MSRP: $189.99Top Quality Luggage Sets: Made of brand new extra-thick PC+ABS materials for hardshell, which make the luggage more durable, lighter and impact-resistant. Features textured finish to prev... Read More",Current Bid : 50.00
183,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=twqaR%2bC3met%2b7dGP%2bZrKRA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 37,"Elite Gourmet Electric Ceramic XL Jumbo Slow Cooker, Adjustable Temp, Entrees, Sauces, Stews & Dips, Dishwasher Safe Glass Lid & Crock (8.5 Quart, Stainless Steel)",SKU# : 568404,"MSRP: $45.99FEED THE MASSES with this 8.5qt slow cooker. Perfectly sized for a large turkey breast or beef roast, you can be assured of having plenty for drop-in guests or as leftovers for the next da... Read More",Current Bid : 11.00
184,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=zb4Kb8ong4qf%2fnPJKlVE4Q%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 38,"Billie Jean King's Eye Coach. Industry’s First at-Home Tennis Training System. Trains 30 Different Shots for Adults, Kids, and Players of All Levels. Rapidly Improves Performance and Lasts Forever.",SKU# : 287845,"MSRP: $190.00   PERFECT TENNIS PRACTICE: ANY LEVEL and ANY AGE improve immediately and forever. Increase your Sweet Spot hits by over 40 percent. Practice 30 different skills, including great topspin.... Read More",Current Bid : 26.00
185,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=cw4dliHR8qqRZ8DcZaxGiw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 39,"Baby Trend Secure Snap Tech 35 Infant Car Seat, Chambray",SKU# : 442017,MSRP: $149.99EPS energy-absorbing foam for superior side impact head protection5-point safety harness; easy one-hand harness adjustment and push-button releaseRemovable 4-piece grow-with-me insertExtr... Read More,Current Bid : 20.00
186,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=Z40YGTQ1cV8yRJOaMvmrUA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 40,"Zume Games Portable Instant Play Portable Pickleball Set Includes Paddles, Balls, and Net",SKU# : 568405,"MSRP: $74.99The portable instant pickle ball matchUltra quick set up and take downIdeal for building skills & having fun!Includes 2 wood pickle ball paddles, 2 pickle balls, 12ft. net kit, Carrying ca... Read More",Current Bid : 15.00
187,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=XNSReNbbbDRUIvR7Tl7xjA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 41,Honeywell Double Blade 16 Pedestal Fan with Remote Control,SKU# : 568406,MSRP: $79.00Powerful & quiet cooling: This fan features double blade configuration with 3 speed settings & oscillation for wide area cooling in medium to large rooms; it features easy to use electroni... Read More,Current Bid : 11.00
188,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=cXxNnGqQj4C%2fdAnFEEveVA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 42,Coleman Portable Cooler with Wheels Xtreme Wheeled Cooler,SKU# : 568407,MSRP: $79.99XTREME TECHNOLOGY: Insulated lid and extra wall insulation keep ice up to 5 days in temperatures as high as 90°FHIGH CAPACITY: Holds up to 95 cansHEAVY-DUTY WHEELS: Effortless rolling over... Read More,Current Bid : 20.00
189,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=I1pggSRkv9gj5iy96itnOw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 43,Sport-Brella Beach Chair with UPF 50+ Adjustable Umbrella,SKU# : 568408,"MSRP: $64.99ULTRA COMFORTABLE: The easy to adjust recliner hinges have 3 options, meaning you can sit up, lay back or nap, as you sit and watch the waves; Put your feet up with the detachable footrest... Read More",Current Bid : 23.22
190,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=xOU8%2f8GkBbeiu8nao55uKw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 44,"Graco Pack 'n Play Day2Dream Travel Bassinet Playard | Features Portable Bassinet, Diaper Changer, Lo",SKU# : 568409,"MSRP: $259.99Portable bassinet removes from the playard for bedside use at home or awayPortable bassinet features 2 height positions, folds compactly, and includes its own carry bagPortable, raised ba... Read More",Current Bid : 40.00
191,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=njwevMX1LIAV8xfhJT7qmw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 45,"Momeni Afshar Polyester Area Rug, Red, 2' X 3'",SKU# : 568410,MSRP: $36.30OLD WORLD CHARM: Antique designs modernized with rich colors and an over-dye that will wow any room in your home.HIGH-QUALITY FINISH: Machine made in Turkey and made of 100% polyester chen... Read More,Current Bid : 11.00
192,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=6hAED9Tdpi8w4gb9muQCcw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 46,"SentrySafe X075 Digital Safe, 0.7 Cubic Feet (Medium-Wide), Black",SKU# : 568411,MSRP: $90.68Set your own digital combination with this medium-wide safe box; two override keys ensure you will always have access to your valuables; not a fireproof safe or waterproof safeDigital safe... Read More,Current Bid : 11.00
193,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=yxQKJrTi8ZaJIhqFdYKmZQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 47,"Suncast 4 Freestanding Wicker Resin Reversible Panel Outdoor Screen Enclosure, Brown",SKU# : 568413,MSRP: $99.00DECORATIVE GARDEN FENCE: Classic and elegant brown fence adds timeless style to your yard and matches most outdoor décorDIFFERENT CONFIGURATIONS: Includes 4 panels that can be arranged to ... Read More,Current Bid : 28.00
194,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=hslY4Gg9VjSUVroxxbYBrQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 48,"Lodge Carbon Steel Skillet, Pre-Seasoned, 15-inch,Black",SKU# : 568415,"MSRP: $79.90Takes high heat for best browning/searing12 gauge carbon steel heats quickly and retains heat for even cookingBrutally tough for decades of cookingUse on gas, electric, induction stovetops... Read More",Current Bid : 16.55
195,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=UjuNT9u7xX0zThFSxbNcqQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 49,"YSSOA Backrest and Seat Height Adjustable Swivel Recliner Racing Office Computer Ergonomic Video Game Chair, Red/Black",SKU# : 568416,MSRP: $104.99[Ergonomic Support Backrest] The ergonomic body-hugging high back provides lumbar support and naturally follows your spine's natural curve. It is tall enough to support your entire spine.... Read More,Current Bid : 21.00
196,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=%2f0ERndVmZZaTFjkCXCqphw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 50,"nuLOOM Mae Machine Washable Tribal Motif Area Rug, 6', Peach",SKU# : 568419,"MSRP: $132.00New and innovative one-piece machine washable rug with the backing layer attached. This conveniently eliminates the hassle of any additional setup, simply lay flat in the desired space up... Read More",Current Bid : 41.00
197,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=8KXKR67XPKDoENx%2bL4HSlw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 51,"POLYWOOD AD420GY Modern Adirondack Chair, Slate Grey",SKU# : 499228,"MSRP: $249.00DURABLE CONSTRUCTION. Made from genuine POLYWOOD lumber to withstand a range of environmental stressors, including hot sun, snowy winters, and strong coastal windsECO-FRIENDLY. POLYWOOD l... Read More",Current Bid : 39.00
198,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=pWhXWVVJ4yY5kUUJBvhczw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 52,"ZINUS Compack Metal Adjustable Bed Frame / 7 Inch Support Bed Frame for Box Spring and Mattress Set, Full/Queen/King",SKU# : 568423,"MSRP: $95.99RELIABLE SUPPORT FOR YOUR BOX SPRING & MATTRESS - The dependable Compack bed frame features solid steel construction, multiple legs and a center support beam that you can rely on for years... Read More",Current Bid : 6.00
199,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=VETgDfmq%2flscA4RODKuDkA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 53,"Offex 32"" Round Granite White Plastic Bar Height Folding Table",SKU# : 568424,"MSRP: $108.53Commercial Grade Folding Table; 165 . Static Load Capacity; 175"" Thick Granite White Table Top; Impact and Stain Resistant Plastic TopBar Height Gray Powder Coated Cross Legs; Non-Marring... Read More",Current Bid : 6.00
200,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=%2f7yI6FBVaekUkO2jbv6ajQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 54,"Ashman Double Span Black Deck Hook (2 Pack), 46-Inch Length, Super Strong and Ideal for Bird Feeders, Plant Hangers, Coconut Shell, Hanging Baskets, Lanterns, Wind Chimes and More!",SKU# : 568426,"MSRP: $45.9946-Inch High And 16 Inch Wide Pemium Quality Deck Hook- - Intricately designed to enhance the look of your deck and garden. Ideal to fit on Decks, Railings, Patios, backyard, pool house or... Read More",Current Bid : 7.66
201,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=iP473LLHUdXp%2br6SeHzlDQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 55,"MidWest Homes for Pets Double Door New World Dog Crate, Includes Leak-Proof Pan, Floor Protecting Feet",SKU# : 568427,"MSRP: $88.09Newly enhanced with added security features to keep your pet safe | Slide-bolt door latches now feature patented Paw Block and locking tips to create a safer, more secure home for your pet... Read More",Current Bid : 21.00
202,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=%2bwax%2fsUG4d7pHwV0uVM1AQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 56,Usinso 3 Step Ladder Tool Ladder Folding Portable Steel Frame MAX 500 lbs Non-Slip Side armrests Large Area Pedals Detachable ToolBag Suitable for Home Office Engineering,SKU# : 568429,"MSRP: $99.99Large area standing platform---The upgraded steel frame of the step ladder with handles can support 500 lbs. Provides a height of 29 inches The standing platform measures 15"" X 10.25"". The... Read More",Current Bid : 21.00
203,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=1YW3cWdUfK1khyBm6voGVQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 57,Brio Moderna Touch-Less Bottom Load Water Cooler,SKU# : 568430,"MSRP: $479.00Touch-less: reduce cross-contamination with sanitary dispensing, activated by the simple wave of a handDigital controls: an illuminated panel displays child lock, a digital clock, a night... Read More",Current Bid : 46.67
204,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=pwMR54SdVxr%2fvlRNRYVujQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 58,"Little Tikes First Slide Toddler Slide, Easy Set Up Playset for Indoor Outdoor Backyard, Easy to Store, Safe Toy for Toddler, Slip And Slide For Kids (Red/Blue), 39.00''L x 18.00''W x 23.00''H",SKU# : 267991,"MSRP: $34.19PERFECT BEGINNER'S SLIDE: This cute and bright playing set is perfect for Beginner slide, sized is 3 feet long ans safe especially for younger kids Age- 18 months - 6 yearsEASY TO KEEP AND... Read More",Current Bid : 8.00
205,https://capitalcityonlineauction.com/Public/Auction/AuctionItemDetail?pageNumber=lJcZNvWR1ahMAdw4fXV00Q%3d%3d&pageSize=vub4Y9N5W204dCptuaUzRQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=CFgCC2wQCjNuEGHu4%2btTtQ%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d&AuctionId=iqZmU92U0uZlei%2b0Mwg3Pg%3d%3d,Zanesville,: Wed Aug 24 2022 7:25 PM,Lot - 59,"Suncast 4 Panel Reversible Outdoor Screen Enclosure, 44"" (H) x 23"" (W) per, White",SKU# : 568433,"MSRP: $99.00DECORATIVE SCREEN: Chic outdoor screen enclosure has a wood-like design and lattice panels that will add style to your yard and garden, matching most outdoor décorVERSATILE ARRANGEMENT: Ga... Read More",Current Bid : 20.00
